id;text
UgzJobEpToAnqp0k3yN4AaABAg;Bahkan Samsung seri A paling rendah pun tertawa melihat ini. Saya baru beli Samsung A06 untuk nyokap, pas install ini itu saya tidak menemukan iklan. Lah ini Poco (baca Xiaomi) versi ultra masih ada iklan. Hahahahahahahaha.
UgxpuQ4Tt9WkOWTcKiZ4AaABAg;Serius nanya Emng iklannya separah apa ? Saya penguna samsung jdi gk pernah tau
AH1sHqTGQqtAHG1v95TUsm;Gk prah kok cuma mau buka apk bwaan aj ad iklan nya dan itupun gk lama
UgwlUxZ6qZuLaU0Ebi94AaABAg;Gak dulu deh..
UgyNT9WAn3jMBJutD4Z4AaABAg;woilah pake tema redmi a1
UgyXDBA8tx1ph4uwiKl4AaABAg;Dari dulu disain hp kamera poco terkesan murahan
Ugzv12hK48_z-RtjlpZ4AaABAg;makasih Om ulasannya....jadi mikir buat beli...padahal udah ditunggu tunggu....🙏
Ugx8X5WtjHsLUIqGJ9Z4AaABAg;kak, review one plus 13t dongg
Ugwi2BIsiHrYwXt8fU94AaABAg;Bisa dibandingin sama ROG 9PRO? Ato biar flagship tapi beda kelas?
UgzXALWbN8OoqHLbtCN4AaABAg;👍
UgxnAmHezpKjMp6OucV4AaABAg;Bnyk Chanel2 review yg di bungkam supaya ga kasih info hp ini  atau hp lainnya yg di review ada iklannya,..vioner .di indo skrg cmn chanel K2G yg suka kasih info bug dan info penting bgt buat calon pembeli
UgwdxpsamVJI4FS3Z_V4AaABAg;"woohb murah sekali... 😮
yg beli ini pasti bukna karena speak nya.. tp karena mereknya"
UgyTsttOPgcaNeV55uN4AaABAg;Redmi k80 ultra😁
UgzXZq-PVx5NZemtAuB4AaABAg;alamak citlali
Ugz0Yxp7FfH39elf3IF4AaABAg;aku masih bayangin aja sepertinya bakalan milih iphone di harga 10 jt, coz belum punya budget segitu buat beli hp doang. 🤣🤣🤣🤣🤣
UgzBZLWo0J2W2xVJBGd4AaABAg;Bang Review Meizu 20 infinity Dong
UgyQUeE4adlE7kLKOzB4AaABAg;Tapi set up kameranya kalo di bayang-bayang tuh kaya bentuk mata Sharingan atau logo shareit GK sih😅😅?
UgyDyA4RGITHAnwTSX54AaABAg;"Sembilan ribu lima ratus sembilan puluh sembilan juta

Kira kira 9 milyar 😂😂😂

Salah bikin thubnail kah bang david"
Ugzo-HFKaGZgZQb48yx4AaABAg;Sedang menunggu konten barang unik bg David
UgzzpZQErN9SR93MP1V4AaABAg;Kenapa wireless charging,  kenapa nggak bypass charging aja, ??
UgyJlEgdK5qG63g4kjV4AaABAg;Tim yang beli kopinya doang ☝️
UgzTkS3uJLfkXUrt-VN4AaABAg;Syangnya camera leica tidak di gandeng 😌
Ugya7TxSXt28vxxybQF4AaABAg;*10juta... HP transion aja, murah & cakep.*
UgyW2SlaGlPowskxhix4AaABAg;pingin awalnya tp gara-gara iklan pinjol langsung batalin 😢😢😂😂😂
Ugw1wbgd7EgLfcEzSR54AaABAg;tim yg nonton beli doang ga nonton
AH1lXv616LYAH1xB9mE9fy;Ngetik yang bener cil
UgxbXb5FyhG6qQp1bR94AaABAg;review hp realme Mirolless bang
UgxK-JhQaGzETie3THt4AaABAg;Di poco f5 kok gak ada iklannya ya di getApps, sama tema, cuma pas di mivideo doang ada kecil nyamar jadi file video
UgxmeeZuSAO1VMfh9rx4AaABAg;👍
UgxOAv01LOWYijb4TZJ4AaABAg;udah coba meta glasses bang?
UgzZNCgYScD-wqZ_OUZ4AaABAg;pas rekam video masih jiter😢
UgxX73mRopt4BUdX0754AaABAg;Skip ah
UgyIlfEzVJa5Li--8fl4AaABAg;bang v50 lite bang bahas, apakah wortit apa enggak
UgwtV0oO0miAfg64tNR4AaABAg;buat vidio TWS lagi bang
UgzfTACtgXTqVcP3w-d4AaABAg;Mendang mending Xiaomi 14t kemana mana
AH1jdpSvsf1AH1k9zA9w9v;14T vs 14T Pro mending mana selain soal kamera?
AH1jdpSvsf1AH1o5eK6ZbJ;@MarkCo25  sama aja,cuma bahan rangkanya aja yg beda,plastik Ama metal
UgxjsOUVcpzQCWp6VH94AaABAg;8:24 tes tes
Ugx7eUk6UKvZ1trdOAl4AaABAg;Persepsi saya masih di percuma hp mahal kalo sinyal internet masih jelek. Hp butut lebih jreng buat internetan pakai wifi dari pada hp mahal tapi sinyal internet jelek, kencengnya di wifi rumah saja, dibawa keluar rumah berasa dipelosok desa
Ugy2vcKcva0KOcSJwkV4AaABAg;Isian flagship,  tampangnya TECNO. Cocok untung orang2 yg ga mau pamer 🥰
UgyDvoVyVO1g-xUYH7d4AaABAg;Bang kapan riview samsung A26?
UgzM17N08kvqvWY-YQt4AaABAg;Bang review ninfinix note 50 pro + 5g
UgyBFwZ8jeoDTcCrtoN4AaABAg;Karena belum ltpo konsumsi dayanya lebih boros dong bang?
Ugy0ZA6uCPptn_Ykhkl4AaABAg;𝘖 𝘮 𝘢 𝘨 𝘢 𝘢 𝘢 ! ! ! 😱
Ugxt4PMHl8NM77YBa4F4AaABAg;review vivo v50 lite bang
UgzKyI0ZBxqxEzpONNd4AaABAg;Itu Poco f 7 ultra, udh ada e-sim blm?
Ugzy4_onlSshOLFIkYx4AaABAg;Seharga hampir 10 juta mending beli laptop
UgyJhYkEbTBCnDddOt54AaABAg;Poco merk langganan konter servis 😂
UgyvgiVpOwPYgUiMObt4AaABAg;Poco raja matot bosss
AH1eKB59nfzAH1j4QGfaVy;Gak
UgzUBmW74wF6oDNp35V4AaABAg;Minus HP cina yg plus2 diangkat jd strategi marketing, tp yg lain dikorbanin, makanya klu utk all rounded yg hitung2 balance lah gw msh ttp d Samsung/Iphone
Ugzl-h622khzO9t251F4AaABAg;"Harga mendekati flagship tapi masih ada iklan??
jelas suatu kesalahan fatal, pasti ga laku ini unit poco F7 Ultra
desaignnya juga biasa aja ga keliatan mahal
kecuali pens boy fomo yg bangga2in Poco pasti di beli 😂"
AH1cIZ7R364AH3P1r2i6lV;kan bisa dimatiin lawak😂
AH1cIZ7R364AH4hkOyh5z-;"@ cie pensboy poco poco 🤣
iklan iklan di matiin ribet, namanya flagship ya no iklan dong 🤣"
UgwXGThjR40-0FjuZ8V4AaABAg;Mantep bang david.. Terima kasih sudah meriview dengan detail, sangat menggiurkan. Membuat saya jadi ingin beli kapal apinya :D
Ugxx6Tk9iVmlY_Kj1VV4AaABAg;Masih Pake F5 😂
UgxBdddxdBsfPXAJFvp4AaABAg;Desain kamera Shareit loh ya😹
UgzpYpv4-rRbwKJTmhh4AaABAg;Tumben telat vid? padahal ytber lain udah pada unbox
UgxKWb0n4yY-mc585Dl4AaABAg;👍👍
UgwxlYl7lvYJI4Vx-RZ4AaABAg;mending iqoo 13
UgyU25FzDOLPEiFrAN14AaABAg;njirr sih poco emang 😍
UgxgWBhpA8zdsq6jDep4AaABAg;Bang david, review kacamata yg ada bluetooth nya bang....
Ugw3mReGbFEEmI-CCud4AaABAg;"P orang2 yg 120-144hz
Di pantengan pake setedit

Gak peduli batrai boros
Gak peduli refres rate harus turun

Sini kumpul"
UgzIFfOzDV19kul4RkF4AaABAg;iklan oh iklan
UgwC6jyPXVI6g9KyGTx4AaABAg;Poco belum bisa bypass charging
UgzSzLmL31Sre5RKLap4AaABAg;Salam ⭐𝐒𝐆𝐈𝟖𝟖! gampang Jepe ,Sehat selalu buat semuanya
UgwiIsG0JtH2ukK5p6d4AaABAg;ke 3 bang ,salam jepe 𝐒𝐆𝐈𝟖𝟖
Ugx9YmAC84jxQ0akv_94AaABAg;Geloo 𝐒𝐆𝐈𝟖𝟖 Cair terus x100
UgxYEFukE8VzBACU69B4AaABAg;Seperti biasa sehat selalu kang semngat ngonten dan dilancarkan segala urusannya Salam dari 🚩𝐒𝐆𝐈𝟖𝟖 ❤
UgwmpvnlqOAn3xijQT14AaABAg;Padahal review nya telat tapi ntah knapa gua wajib nonton di sini
UgyAOZ6Oyg0kpRu_0Fh4AaABAg;auto jepey! 𝐒𝐆𝐈𝟖𝟖
UgyG0DxA6-lG3EfQfUd4AaABAg;terima kasi rezekinya  ⭐𝐒𝐆𝐈𝟖𝟖
UgzIDe0C1SfXG3w3eG14AaABAg;🚩𝐒𝐆𝐈𝟖𝟖 saya maen santai aja, tetep bisa WEDEY jutaan
UgyPESAwqFm2-KfIJrd4AaABAg;Memang web terbaik se asia gak salah pilih cuma 🚩𝐒𝐆𝐈𝟖𝟖🚩 yang bisa gni !
Ugy5kzntCQPu2Kh4PZ14AaABAg;Keren 🇮🇩👍🏼. gas di mari kak 𝐒𝐆𝐈𝟖𝟖
UgytBS9PRAuLf-UvNV14AaABAg;agak kecewa sih soalnya poco itu ciri  khasnya hp gaming kenapa harus focus ke camera ? kan udah ada redmi ama xiaomi harusnya focus aja ama performa padahal banyak yg ngarep ni hp bakal 11/12 ama iqoo 13 dari segi batre layar dan semacamnya tapi yaa sudahlah 😂 kalo emang mau gaming udah jelas iqoo 13 kurang bagus kalo ambil f7 ultra saranku mending f7 pro berbanding f7 ultra
UgxDpQxPdTtcH63xO9l4AaABAg;"Poco 10jt 😅 
Design nya ga menarik pula
Tpi tetep laris 🎉🎉"
UgzHzZ80Gs1axeOe1xh4AaABAg;Hp mahal masih aja ada kedutan emang ciri hkas xiomi mah emang gk bisa lepas dari kedutan😂
Ugwui2cNSfZK4Iywq_x4AaABAg;"Lebih worth it seri xiaomi di harga yg sama.
 Gda iklan, kamera lebih ckep, cipset sama tpi cooling sistem flagship sejati g bsa boong (liat review ytbr cupu) material sama premium tpi look mewahnya blm dpt, layarnya msih di bawah flagship ( blm Ltpo ) 
F7 ultra lawannya jga berat iqoo 13"
UgxIaf3YRPxhBG9cLUB4AaABAg;Part paling penting apakah masih ada iklan? 😂
Ugw1BiqQlUCy2mOzj-x4AaABAg;Dibawah 5jt gas
UgwKRErtn4v4oRhXH_l4AaABAg;"DI KAMPUNG GUE NGGA ADA YANG JUAL KOPI KAPAL API
PADAHAL PENGEN NYOBAIN"
Ugx4SkKiLVKNRybQ5454AaABAg;Heran xiaomi buat itu hp, kan harga segitu ada di seri t pro
Ugye0ZrAhtSNzWa52eB4AaABAg;Bang, pin komenlah... Banyak judol
UgyzSsdJT-ZBJCEWtJh4AaABAg;"Tidak masuk akal dng harga segitu . Eman"" duite.."
UgyLrZI5nRy70grukJN4AaABAg;hp 10jt ada iklan nya🗿
UgyzhB9Iaklme9kt_Yh4AaABAg;poco tetaplah poco, brand imagenya yg udh melekat gak bisa dirubah fitur2 canggihnya. menurut gua ini cocok buat orang2 yg pure ngejar peforma. tp kalo orang yg sering nyari relasi gk cocok karena design sama brandnya gk terlalu bagus.
Ugw6Hd_h5_obQIb-AQx4AaABAg;🤔 kalo di adu sama iqo13 apakah tidak wort it?
AH1LSyfeXLEAH2wLlTIrk0;iqoo 13 harga 11.999 kalo mau di adu ama xiaomi 15 harga sama
Ugxrny0HIBZ_0ms3RKR4AaABAg;Redmi be like: busettt..
Ugz64Ftz8qDSzt3AACt4AaABAg;"Untuk harga mepet bgt 10 juta si menurut w kureng, mending ke iqoo13 walau nambah sejuta.

Kalau poco berani nurunin ke 8 mentok² 8,5 w yakin laku keras bet ini"
Ugz7iYcMPTMW4iqQQ8p4AaABAg;bg bahas infinix note 50 pro
UgxQLSJ95n4qk36ISb54AaABAg;Bang hp nokia lumia max coba bang ..
UgyD_JlIuIkWmtRXBFZ4AaABAg;9:00 ngakak banget 🤣🤣
UgzrFWhjZ2qzdKEQBxx4AaABAg;Heran ama orang2 peduli amat sama iklan padahal juga lu pada jarang kan buka aplikasi2 bawaan Xiaomi, lagian juga bisa dimatiin itu iklan, YouTube sama Google Chrome yg banyak iklan aja pada diem gk protes, ada iklan buat nekan harga jual itu HP supaya lebih murah di banding merek/HP lainnya kek gak paham aja
AH1I_0cLFmYAH1s6F8lc1_;Wkwkwk youtube dia bilang banyak iklan, hp harga segitu udah bukan buat orang miskin kayak lu bro. Yang namanya iklan udah harusnya gaada, iqoo 13 gaada iklan sama sekali dan harganya lebih murah. Memang lawak fanboy xiaomi ini, gw yang fans udah dri sebelum xiaomi ada nama di indonesia aja kecewa dengan produk 10jt ini tpi masih ngiklan
AH1I_0cLFmYAH1w2ijAK9F;@@Floristars klo lu kaya ngapain masih mendang-mendingin merek? klo lu suka beli klo gak suka ya gak usah beli, iklan bisa di ilangin kok ribet lagian ada iklan cuma di aplikasi bawaannya Xiaomi aja itu juga jarang bgt di buka, iklannya juga minim gak ganggu bgt, btw lu fans abal2 kale komen lu seolah-olah mengatakan iklan di HP Poco/Xiaomi banyak bgt dan ganggu bgt gitu?? Wkwkwk padahal biasa aja iklannya
Ugy4BCciSprBvjUPF6h4AaABAg;Ga akan laku
UgzLLo_W8uMygTQPTwt4AaABAg;Kyk ny bakal ambil samsung s24fe .
Ugz3J10PhF5QMgiX1CZ4AaABAg;gas
UgztjmbenAq4W2LG7rd4AaABAg;Pengin ke f7 pro
UgyWgfxZ4m6mbZPitDV4AaABAg;Masih pake poco f5
Ugx_IWkqhHNrkxdQqXZ4AaABAg;Sama 14t pro worth it mana?
AH1FrENsl4KAH1jlTDF52d;14T vs 14T pro gmn selain soal kamera?
UgxgGRVsMMjx_ycHS4Z4AaABAg;Beli atau di kasih itu bang
Ugxmv6-rzYylVqSKyld4AaABAg;Om david request donk hp Zte nubia V70design dan nubia V70max yg tahan banting itu.... Batrenya juga gede 6000mah dikelas entry🙏🙏🙏
Ugw_vPdgsnWogUwPbOJ4AaABAg;Bang, kalo review hp yang udah mid to high-end tambahin Wuthering Waves juga. Soalnya itu game berat, paling cocok buat test chipset yang kenceng2.
Ugyl9lPagWk1CE8w39J4AaABAg;Mantap tuh pitur yg jarang punya d bren lain 10jt loh ada iklan nya
UgxahkbldO-VepAAgUl4AaABAg;Yg tgl 15 udh beli ada yg udh nyampe?
Ugyj4MZAB9VjdOWvogB4AaABAg;Model camera kayak hp 2 juta
UgxnBKEOh7sbRKTzarJ4AaABAg;bahas nothing phone 3 bang
UgxvoyNAgY56rBF0U9V4AaABAg;Minusnya Xiaomi cuman 1, ya benar = selalu ada iklan
Ugz2tsbhy4zAsvH44oF4AaABAg;Tmbh 2 juta dkit dpt ip 15....
UgyH1QQ4TtfmHtC4zfZ4AaABAg;knp ga dibikin bagus si designnya, harga 10 jt loh
UgyFInLs7k4sPkopKep4AaABAg;Saya pakai samaung, tapi harus di akui, vivo, xiaomi dan oppo terbaik dalam photography. Nyesal beli samsung, benerannn sangat biasa hasil photonya sama kayak iphone. Kena ai davidnya gak pernah bandingkan vidionya sengan merk2 di atas yang saya sebutkan?? Udah pst buang kelaut dah samsung sm iphone. Pelit fitur harga kemahalan. Iphone harga 16 juta pake 60 hz. Generasi muda skr, hancur karena tiktok dan gayaan + gengsian. Kalau memang sanggup beli beli aaja harga 30 juta. Si david ini sbnrnya kurang dalam hal kopentetif dalam penilaian. Karena dia berfikir dari segi dia mampu. Bagi kaum mendang mending, belilah hp di saat itu produk udah jalan 1 tahun, jangan beli pas baru keluar. Mending beli f6 atau vivo x100 atau xiaomi 14. Jangan beli yang baru keluar
UgyxFvT4KhBIbrvA50R4AaABAg;Auto bungkus nih hp
UgxcdM03zMcG_mOMTFB4AaABAg;Akibat perang impor🤣hp china jadi mahal😂
UgywFesLcdBhhEkGjSN4AaABAg;bg dafit review hp poco m7 pro 5G
Ugx4piQQJYh6KF2CA054AaABAg;TUNGGU KINGFINIX & TECNO CAMON HARGA 3-4 JUTA
UgwTt5A1GWAR8Puss614AaABAg;Samsul dagu Than0s. 😂😂😂
Ugy-n4jvHDbmyJLSg3N4AaABAg;Bang pixel nya lempar sini boleh kali bang... Hadir.. pixel 2 nya lucu bang
UgwwL_VupGncESK7Zst4AaABAg;Sekali kali disiram kopi dari pada dibanting😁
UgxQ_0sfhjpWuz97cQl4AaABAg;Request bang oppo K13x 5G review video hp nya dan Oppo K12x
UgxzqQ5_KogWTVszntN4AaABAg;Mangakyu sharingang
UgzqV6oBUIZ80BBGM2p4AaABAg;beli tahun depan ajalah, pas udah murah sama udah ada driver Mesa Turnip buat Snapdragon 8 Elite🤣
UgxHD3Umk-vecQeaXbB4AaABAg;10 juta usb 2.0😂😂😂👻😂😂😂👻😂😂😂
UgycQ2tdG0jZisD2RTB4AaABAg;Aw... Sakit. 8:19
Ugz3pwRQcLz5lzmohrN4AaABAg;8:19 ikut kaget 😢
UgzIV15bi8T9xRgpo-B4AaABAg;Fix ngga laku😅
UgzpC39JkaNQID1EVQV4AaABAg;lah bang diinstall shizuku?
UgznQ9Ui3hwNv_KlXwB4AaABAg;baru di unboxing, udah durability test 😂 8:18
Ugye6iUEWfPJRosmdUB4AaABAg;Pake resolusi 2160p, layar hapeku langsung lag 😂
UgxJVuCXZkjnLbd-bxx4AaABAg;Special mix emang paling mantap 😁
Ugxeo1XVHDLCugc6f294AaABAg;Tampilan kyk power bank 🫢
UgzSdmGOcLY-J5MHwEl4AaABAg;"5:23 : gimana kalau saya?
kalau saya lebih mirip ke techno spark 20 pro+ sih"
UgzHcKbMeMo3kCXGYoN4AaABAg;Oppo kena lagi😂
UgwpGveLIAC83zzOuVV4AaABAg;Xiaomi ambisi ,tapi lupa dg iklan nya, ga ngiklan ga makan
UgzbE4sPn4zX-82oopR4AaABAg;Udah beli poco X7pro spek gahar buat tahun sekarang si worth it,harga sesuai buat kaum mendang mending wkw
UgxycjPk55nKOv06ACF4AaABAg;Iphone 16 pro max 1 Tera atau poco f7 ultra?
Ugx7DFdzWzc3-n4s-i14AaABAg;ada iklan? wht
UgzW02-ZH-QzxRZlnzF4AaABAg;Mending iPhone biar g malu maluin kalau lagi nongkrong...😂
UgzsEs0pSYLwuvyujV54AaABAg;nice
Ugz_iFHdEzQbu3zApkx4AaABAg;Yg nonton pake Infinix nyengir tipis sambil nelan ludah....😂🙏
UgxP1YUAZT3yTGZtKRd4AaABAg;j
Ugw2UKFrr4-yDAl3aaR4AaABAg;"Pengen Upgrade ,tapi Masih nyaman Sama Seri pertama nya ( F1 )😂
Belum ada cukup uang juga kendala nya wkwkwkwk"
UgzN2YNTzTvm0aPkRbl4AaABAg;10 juta, iphone 15 aja udah
Ugwu8Is6dCKIcyY7EQR4AaABAg;Mau update dari poco f6 eh tau harga 10 jeti anjirr😂
UgxSydZHsWcYo6dCeRR4AaABAg;"Merk china, design look Murah, ada iklanya, MAHAL.
Siapalah yg mo beli hp kek gini"
AH12r-M2FDdAH2ItWj92gr;Hilangin iklan disemua hp Xiaomi mudah banget.. bagi yg gak tau tutorial di YouTube banyak
UgyakZfVryFG-8ynGHF4AaABAg;Tim Poco F3 😊
UgzCLzA_LGKsawCW0YZ4AaABAg;barusan bang saya beli, kapal api mix nya 🔥🔥
UgzEZwx7bwiukx5AAD14AaABAg;Bang coba bahas HUAWEI MATE XT ULTIMATE BG HP Lipet
UgyLMf6USYjEjtpt_HR4AaABAg;"Harusnya ada buat matiin iklan di themenya bang kalo di poco flagship..
di f4 gt gw, di settings theme yg pojok kanan atas ada toogle buat ""show ads"""
UgzSqHd6A9kfDncxqiJ4AaABAg;"Gila xiaomi mejadi brand paling populer di dunia setelah samsung emang gila ini brand melesat meninggal kan pesaing"" Nya 🤔"
UgxC3CXnE-kBMMTItFN4AaABAg;Udah diatas 9 juta masih dikasih iklan wkwkwk 😂
AH12Dw4OE2zAH3PekpaV8k;7juta gak ada iklan ..lu aja gak beli😂
AH12Dw4OE2zAH3R2Vy2Ua0;@ ngapain beli Poco diatas 7 Juta 🤣🤣
UgxYTIyltd3Jk_SQad54AaABAg;Saingan ny byk kn di 9jta ini, salah satu ny Rog
UgyCC_J3hKdOf_m5Wo54AaABAg;Untuk matikan iklan, di non aktifkan saja MSA nya,,😊 setau saya dri punya redmi note 5😊
UgxzpFkijwyqZxHyF8B4AaABAg;Poco f4 3 kamera lho...
UgyvL2_QSsJ2qFMb1pt4AaABAg;bahas google pixel 9a donggg
UgzkmkJ7ZzH5RDZnZEB4AaABAg;Temen gua salah ngira bjrr, dikiranya gua pake poco f7 ultra, padahal Infinix note 12 2023🤣🤣
UgwG98nhWvjvxB55tQ54AaABAg;Klo denger merek poco pasti panas dan rawan matot😅😅😅😂😂😂😂
Ugz4WtqbXU3twa7znM14AaABAg;klo untuk charger ga masalah sii bg, soalnya misal dibuat keluar terus cuma bawa powerbank sama kabel nya,klo soalnya perekaman vidio belakangnya,ciri khas poco banget,selalu ada denyut
Ugw6ns4KTdzcyoXjDlt4AaABAg;Flagship beriklan?
UgxHB_htcVyYO-KQq_F4AaABAg;Bang kalo boleh review Redmi A5 bang.❤
UgwTpKzHOuJi-ydiYYt4AaABAg;"Loh, poco seri F ultra ga isi air triger???
pdhal nungguin buat main PUBG doang"
Ugwy4Sv1X9WvNvX0_fF4AaABAg;"Menit 7:20 kameranya 
Percis kaya sama mata Madara uicha"
UgxMQrCgO5N7_ahIEJR4AaABAg;"Banyak fans iqoo ga terima fakta kalau dealbreaker iqoo 13 itu selfie video geter.
Bahkan sampe bacot keras tapi ga ngerti apa itu dealbreaker.😅
Ibarat iphone reguler yg dealbreaker di layar masih 60hz."
UgyNooGAImv4jDYRcld4AaABAg;Tim yg ngeskip iklan kopi😅
UgzEo_Lg1epYfb4jom14AaABAg;Emang babi xiaomi ini, udah 10 juta masih juga ada iklan 😂🤣🤣
UgzUlwZiCYXLMTM-Smx4AaABAg;"Tips menghilangkan Iklan di hape poco/redmi :
1. Matikan personalisasi iklan
2. Matikan notifikasi aplikasi bawaan xiaomi (Mi video, tema,music,getapps,dsb)
3. Ubah region ke china/hongkong
4. Matikan opsi MSA di otoritas otoritas pencabutan
5. Pakai DNS adguard
6. Jual hapenya 
7. Beli series T atau flagship xiaomi atau
8. Beli brand lain yg no iklan2 🤣

Ribet jir, hape sendiri 14T pro aja iklannya masih ada di mi video, kacau2 🤣"
UgyqPQM1fPy_n8WBtkZ4AaABAg;Tes game itu Wuthering wave, genshin mah ringan grafik burik dev pemalas
UgwFwwsrsnAZuyzBj9l4AaABAg;pertama liat susunan kamera nya langsung kepikiran mata sharingan 3 tomoe, ternyata bang david notice juga 😅makin berasa kalo frame kameranya warna merah
Ugym3YeY3NT0Gm9xTkh4AaABAg;Dari semua review hp cuma KOPI KAPAL API nya yng ke beli....😂😂
UgyDQWz_LxXrLyo7oIt4AaABAg;13:53 di wuwek ngga berlaku bg wkwkwkwkwk
UgxQz7lYcGUAL3QV9qZ4AaABAg;Udah paling bener 14t pro
Ugwxv5_OFYb5i1g06Jh4AaABAg;Di poco x7 pro gua kok ga ada iklan yah? Udh sebulan lebih bersih dari iklan
UgyZWp63vy2Op5ukP8B4AaABAg;Harga segitu kenapa gw lebih ke IP second sekalipun ya wkwkw
AH0yzqzC9SSAH1knhvLK_m;IP baterai boros
UgzTESg-R2DXdT_KKtR4AaABAg;Alhamdulillah setelah menonton video nya saya lebih memilih membeli kopi kapal api aja
UgxWwGROiVo4EGChIGZ4AaABAg;Kesimpulannya, saya gk punya duit buat beli🗿
Ugwx0svNC4q0zShhGkZ4AaABAg;poco f5 sih yg paling simple
UgwGA9jmeEq1ArdeOaN4AaABAg;"Setelah menonton video ini semakin yakin untuk membeli



IQoo 13. makasih bang"
UgwOekdBS1f8nBlCHZ54AaABAg;bang david tolong review oppo a5 pro yang baru launching bulan 3 kemarin 🙏
UgzxYE1d9dpk5Q3oncp4AaABAg;Sangar pol, tp klo saya pribadi pilih s24fe di harga segitu
UgzghiY-lrtXcENNZCV4AaABAg;Apakah gadgetin partner sama GI? Soalnya reviewer lain pada mulai test gaming pake wuwa, gadgetin doang youtuber tech terkenal yg ketinggalan, setau gw
UgyKFoUuEOFq7TdDH7V4AaABAg;4k60fps masih jitter? wkwk gw x13t 4k30 fps lancarr² aja
UgxiRsoE7hxEBN_1V314AaABAg;iklan iklan apa yang harganya 10 juta, jawabannya POCO F7 ULTRA 🤣🤣🤣
UgzEXmcnma5XxRzGL7l4AaABAg;Di root dulu bang 😅
Ugzaj_LBKpiD6MhM-Dd4AaABAg;kalau collab sama naruto bagus sih, tema² mata sharingan.
UgxHOXsmsal9NMGxSJF4AaABAg;16:42 duh ayang gw makin cantik aja kalau liat nya di hp mahal🥰🥰
UgxA3mqdlOBiy8zSBTd4AaABAg;Iklan apa kabar 😂
UgxVAgxO4k0j684Y3IN4AaABAg;Bang kali kali boleh lah bahas esim
UgxA6rHA_H-EGvwXrbx4AaABAg;X7 biar laku dulu😂😂😂
UgyuD3or9ZJBz--aqfF4AaABAg;6:49 sadar ga sadar kamera belakangnya mirip logo share it tapi ini warna item bukan biru
Ugy2wLhRe-mPvldr4zN4AaABAg;10jt? mending ZTE redmagic 8s pro, masih ada kembalian 2jt. spek gak jauh beda
UgxM0a2aCjSnDuXzZ8p4AaABAg;Bg, rekomen hp tahann banting tapi kameranya bagus dong. Kmrin cari-cari tpi bingung bgt, byk bgt pilihannya🙏🙏
UgxrmPVw-4CMZm1ltHB4AaABAg;"Tetep ae poco wkwkwk
Iklan iklan"
Ugy6zET5zQIUKwWzIe94AaABAg;Iklan kan di app bawa an.. Yakinlah.. Kalian jarang pakai app nya.. Itupun bisa di nonaktifkan..
UgxtfUC84ioJDeAbvBh4AaABAg;Poco Brand termaruk sedunia, masa 10jt masih ada iklan 👎
Ugzwocg1K58A5IDor7l4AaABAg;bikin head to head lawan iqoo 13 seru tuh bang
UgwGxTmsP40Bw-hnlxN4AaABAg;Ayo apakah kaum mendang mending masih mendingin iklan 10 juta ini? 😅
Ugz6ltl9wYA3RoxwRt94AaABAg;bujuukkk 10jtan masih ada iklan? bukan maaaeenn
UgzhnPkthReG7ztKlRt4AaABAg;Saya kira yang Ultra itu cuma Susu aja.
UgxcysRjtDLxULK1gT94AaABAg;Semakin bersyukur beli 14T Pro 🤣
UgydS9r8yi1kL5XB5K14AaABAg;"14:43 Bang stop test gaming basic seperti
PUBG,MLBB, GENSHIN! ya bang david ya!
Butuh banget review an yang test gaming nya CarXstreet!
お願い😊"
UgwjVxAvsPEKC_ndiMZ4AaABAg;Kirain 8 jt eh ternyata 10 jt 😁😁
Ugw43PQhmo2t-VBQnMJ4AaABAg;good
UgzfRocxCOVyMEqJ4SJ4AaABAg;Inilah hp sekarang,,iklan iklan iklan,😂😂😂
UgziFiPE9tBWiqo6W2d4AaABAg;Ada bypass charging ga bang?
AH0v5DNGh5aAH8Irn-Yl4p;Ada yg ultra
UgwbdxbZMu8Zdo1qqwV4AaABAg;Alhamdulillah udha kebeli kopi kapal apinya bang 😅
UgzAeaTCR5w9hvamFxp4AaABAg;Kamera nya masih kalah sama Redmi note 8 pro gua. 64 MP meenn....😅
AH0v-aacqkHAH0vpFZasWT;Iphone 16 pro max kalah juga tuh sama redmi note 8 pro ☠️
AH0v-aacqkHAH0y7wpQzMB;@sonimewcatz  😂😂😂😂 Saya beli RN8P rekomendasi dari bang david jg. sampai skrg masih awet
UgxS3UykoZRrQO_dm2Z4AaABAg;Masih ada iklannya... masih ada iklannya... Masih dong ada iklannya 😂
Ugzatl59LEXRuerVYuF4AaABAg;"Itu murah bang pantas masih ada iklannya, ""mahal itu tetap iphone"" 😅"
UgyAczwOK52_UnjvHyl4AaABAg;"Jijik bgt model kameranya pls.
X7 pro udah paling cakep kalo modelnya"
UgziY5Ng2632K_1Zfd94AaABAg;Sementara masih mampu beli kopi kapal apinya saja bang. Hp nya belum mampu kebeli.
Ugwgp_TK-DAQ58svo8F4AaABAg;18:05 tambahan di poco gak ada bypass
AH0uHIf7siJAH1jpukTHcL;Xiaomi atau poco emang pernah ada bypass?
UgyU8GxDhseY3IXirOZ4AaABAg;Bang oppo keluarin hp lipat lagi oppo find N5
Ugy4FNnPEDcvaLmGFoB4AaABAg;nunggu harga 3jt gw beli
